id,행정규칙일련번호,행정규칙명,종류,발령일자,근거주장범주_자동,주장법령_자동,제1조발췌,상세링크,T1_규범성격,T2_메모
T113,2100000226306,연구윤리 확보를 위한 지침,훈령,20230717,교육부법령_근거주장,학술진흥법; 기초연구진흥 및 기술개발지원에 관한 법률,제1조(목적) 이 지침은 「학술진흥법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000226306&type=HTML&mobileYn=,대외구속지향,대학·연구자(외부)의 연구윤리 준수·연구부정 검증 의무 기준(학술진흥법 제15조 지침 유형).
T114,2100000209470,영양교사 교직수당 가산금 지급 규정,훈령,20220301,교육부법령_근거주장,초ㆍ중등교육법; 유아교육법; 학교급식법 시행규칙; 공무원 수당 등에 관한 규정; 학교급식법; 학교급식법 시행령; 어린이 식생활안전관리 특별법; 식생활교육 지원법,제1조(목적) 이 훈령은 「공무원 수당 등에 관한 규정」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000209470&type=HTML&mobileYn=,대외구속지향,신분관계 — 영양교사 교직수당 가산금 지급.
T115,2200000108503,영유아교육ㆍ보육통합 추진위원회의 설치 및 운영에 관한 규정,국무총리훈령,20260130,교육부법령_근거주장,지방자치법; 지방교육자치에 관한 법률,제1조(목적) 이 훈령은 영유아에게 체계적이고 평등한 교육 및 보육을 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2200000108503&type=HTML&mobileYn=,내부관리,"국무총리훈령, 정부 내 유보통합 추진위원회."
T116,2100000269490,외국의 대학에서 박사학위를 받은 자의 신고에 관한 규칙,훈령,20251224,교육부법령_근거주장,고등교육법; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 규칙은 「고등교육법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000269490&type=HTML&mobileYn=,대외구속지향,외국 박사학위 취득자(사인)의 신고 절차·서식 — 외부 개인의 법령상 신고의무 이행 방식 규율.
T117,2100000217366,유아교육법에 따른 행정처분 및 과태료의 가중처분에 관한 세부 지침,예규,20221227,근거주장_없음,,제1조(목적) 이 예규는 「유아교육법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000217366&type=HTML&mobileYn=,대외구속지향,유아교육법상 행정처분·과태료 가중처분 세부기준(가이드 실례) — 유치원 설립·경영자에 대한 제재 기준.
T118,2100000180641,유치원 교육과정,고시,20190724,근거주장_없음,,"누리과정의 성격누리과정은 3~5세 유아를 위한 국가 수준의 공통 교육과정이다.가. 국가 수준의 공통성과 지역, 기관 및 개인 수준의 다양성을 동시에 추구한다.나. 유아의 전인적 발달과 행복을 추구한다.다. 유아 중심과 놀이 중심을 추구한다.라. 유아의 자율성과 창의성 신장을 추구한다.마. 유아, 교사, 원장(감), 학부모 및 지역사회가 함께 실현해가는 것을 추구한다.　제1장  총론Ⅰ. 누리과정의 구성방향1. 추구하는 인간상누리과정이 추구하는 인간상은 다음과 같다.가. 건강한 사람나. 자주적인 사람다. 창의적인 사람라. 감성이 풍부한",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000180641&type=HTML&mobileYn=,대외구속지향,유치원 교육과정(가이드 실례).
T119,2100000273874,육아휴직 결원보충 활성화를 위한 교육부와 그 소속기관에 두는 별도정원 운영 규정,훈령,20260130,근거주장_없음,,제1조(목적) 이 훈령은 「행정기관의 조직과 정원에 관한 통칙」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000273874&type=HTML&mobileYn=,내부관리,육아휴직 결원보충 별도정원 운영(조직·정원 사무).
T120,2100000270860,육아휴직 결원보충 활성화를 위한 국립의 각급 학교에 두는 별도정원 운영 규정,훈령,20260101,근거주장_없음,,제1조(목적) 이 훈령은 「행정기관의 조직과 정원에 관한 통칙」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000270860&type=HTML&mobileYn=,내부관리,육아휴직 결원보충 별도정원 운영(조직·정원 사무).
T121,2100000280968,입학정원 모집유보제 운영 기준 고시,고시,20260623,교육부법령_근거주장,고등교육법 시행령; 의료법,제1조(목적) 이 고시는 대학(산업대학ㆍ교육대학ㆍ전문대학ㆍ기술대학ㆍ원격대학ㆍ각종학교 및 대학원ㆍ대학원대학을 포함한다.)이 「고등교육법 시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000280968&type=HTML&mobileYn=,대외구속지향,대학 입학정원 모집유보제 운영 기준 — 대학(사립 포함)의 모집 권리·의무 규율.
T122,2100000281426,자율기구 고교학점제지원과 설치 및 운영에 관한 규정,훈령,20260701,근거주장_없음,,제1조(목적) 이 규정은 「행정기관의 조직과 정원에 관한 통칙」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000281426&type=HTML&mobileYn=,내부관리,자율기구 과 설치·운영(가이드 실례).
T123,2100000281424,자율기구 의대혁신지원과 설치 및 운영에 관한 규정,훈령,20260701,근거주장_없음,,제1조(목적) 이 규정은 「행정기관의 조직과 정원에 관한 통칙」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000281424&type=HTML&mobileYn=,내부관리,자율기구 과 설치·운영(가이드 실례).
T124,2100000281430,자율기구 학교인공지능전환추진단 설치 및 운영에 관한 규정,훈령,20260701,근거주장_없음,,제1조(목적) 이 규정은 「행정기관의 조직과 정원에 관한 통칙」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000281430&type=HTML&mobileYn=,내부관리,자율기구 추진단 설치·운영(가이드 실례 유형).
T125,2100000259452,장애영유아를 위한 보육교사 자격검정을 위한 업무 위탁기관 지정 및 자격검정절차 등에 관한 고시,고시,20250526,근거주장_없음,,제1조의2에 따라 위와 같이 장애영유아를 위한 보육교사 자격확인서 (재)발급을 신청합니다.                                                                                                                                           년     월     일                                                                                                                                                    ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000259452&type=HTML&mobileYn=,대외구속지향,자격검정 업무 위탁기관 지정 + 자격검정 절차 — 외부 기관 지정 및 개인 자격에 관계.
T126,2100000179932,전문대학 3년제 학과 설치 기준에 관한 고시,고시,20190701,교육부법령_근거주장,고등교육법; 수도권정비계획법; 대학설립ㆍ운영규정; 고등교육법 시행령; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 본 고시는 「고등교육법」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000179932&type=HTML&mobileYn=,대외구속지향,전문대학 3년제 학과 설치 기준 — 대학(사립 포함)의 학과 설치 자격·기준.
T127,2100000001482,정부해외인턴사업 통합운영에 관한 규정,훈령,20140325,근거주장_없음,,제1조(목적) 이 규정은 정부해외인턴사업을 효율적으로 운영하기 위하여 필요한 사항을 규정함을 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000001482&type=HTML&mobileYn=,대외구속지향,"부처 간 해외인턴사업의 통합운영 체계(총괄·조정) — 참여자 선발·지원의 구체 기준은 개별 사업 공고로 정해지는 구조로 보임. 전문 재확인 권장. [재확인 2026-08-18: 전문 판독으로 내부관리→대외구속지향 정정. 근거 조문(코퍼스 전문 검증): §15①·⑥(참가자 자격·타 사업 지원 금지), §16④(인턴기업 관리문서 제출의무), §20②③(귀책 포기 시 재정지원금 환수·향후 참여 제한), §21(참가자 보고의무). 수익적 급부의 자격·의무·제재 창설.]"
T128,2100000001615,지방교육기능분류시스템 운영지침,예규,20140401,근거주장_없음,,"Ⅰ. 개 요1. 목적이 지침은 지방교육행정기관과 각급학교의 기능분류체계 운영 및 지속적인 변화관리 절차에 관한 사항을 규정함으로써 업무와 정보관리를 위한 지방교육기능분류체계의 표준을 제시하며, 지방교육기능분류시스템의 기준정보를 제공함으로써 상시적인 변화관리 기반을 구축하는 것을 그 목적으로 한다.2. 지방교육기능분류의 개념“지방교육기능분류(이하 “기능분류”라 한다)”라 함은 지방교육행정기관과 각급학교의 업무를 고유한 기능을 중심으로 분류하고, 분류된 업무와 관련된 정보를 정의하는 것을 말한다.3. 기능분류체계 운영의 기본목적과 기대",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000001615&type=HTML&mobileYn=,내부관리,지방교육 기능분류체계(BRM) 운영 사무.
T129,2100000091689,지방교육행정기관 예산낭비신고센터의 설치·운영에 관한 규정,훈령,20170705,타부처법령_근거주장,지방재정법 시행령; 지방재정법,"제1조(목적) 이 규정은 「지방재정법 시행령」 (이하 ""시행령""이라 한다) ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000091689&type=HTML&mobileYn=,내부관리,예산낭비신고센터 설치·운영 사무.
T130,2100000242076,지방교육행정기관 총사업비 500억원 이상 신규사업에 대한 타당성 조사 전문기관,고시,20240604,타부처위임확인_D1제외,지방재정법; 지방자치법,"1. ""「지방재정법」제37조의2제1항의 규정에 따라 시ㆍ도교육감의 총 사업비 500억원 이상인 신규사업에 대한 타당성 조사 전문기관""으로 재단법인 한국지방교육행정연구재단을 지정한다. 다만, 「지방자치법」제2조에 따른 특별시, 광역시, 특별자치시, 도, 특별자치도, 시ㆍ군ㆍ자치구와 시ㆍ도교육청의 재원이 모두 투입되는 사업의 경우 재단법인 한국지방교육행정연구재단과 한국지방행정연구원을 공동으로 지정할 수 있다.　2. (재검토기한)　교육부장관은 이 고시에 대하여 2024년 7월 1일을 기준으로 매 3년이 되는 시점(매 3년째의 6월 30일",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000242076&type=HTML&mobileYn=,해당없음(타부처위임),
T131,2100000083469,직업교육훈련계약의 체결 및 운영에 관한 규정,고시,20170417,타부처법령_근거주장,조세특례제한법; 조세특례제한법 시행령,제1조(목적) 이 고시는 「조세특례,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000083469&type=HTML&mobileYn=,대외구속지향,직업교육훈련계약(기업-훈련생)의 체결·운영 기준 — 외부 사인 간 계약 관계·훈련생 보호에 관한 규율(조세특례 연계).
T132,2100000269402,첨단(신기술)분야 등 모집단위별 입학정원 기준 고시,고시,20251203,근거주장_없음,,제1조(목적) 본 고시는 「고등교육법시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000269402&type=HTML&mobileYn=,대외구속지향,첨단분야 등 모집단위별 입학정원 기준 — 대학의 정원 규율.
T133,2100000127849,초등·중학 문해교육 교육과정,고시,20180530,근거주장_없음,,"초등?중학 문해교육 교육과정 교육부 고시 제2018-157호 [별책 1] 초등?중학 문해교육 교육과정 교 육 부 교육과정의 성격 이 교육과정은 평생교육법 제40조, 평생교육법 시행령 제70조 제2항 및 평생교육법 시행규칙 제22조 제4항에 의거하여 고시한 것으로, 문해교육 프로그램을 통해 초등?중학 학력을 인정하기 위한 국가 수준의 교육과정이며, 18세 이상의 저학력 성인 및 비문해자를 위해 편성?운영 하여야 할 문해교육 프로그램의 공통적이고 일반적인 기준을 제시한 것이다. 이 교육과정의 성격은 다음과 같다. 가. 국가 수준의 공통",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000127849&type=HTML&mobileYn=,대외구속지향,초등·중학 문해교육 교육과정 — 학력인정 프로그램 운영기관(민간 포함)과 학습자의 학력인정 기준.
T134,2100000196000,초등·중학 문해교육 기본 교육과정,고시,20201230,근거주장_없음,,[별책1] 초등중학 문해교육 기본 교육과정의 자세한 내용은 상단 메뉴 “” 버튼을 이용하십시오. 초등·중학 문해교육 기본 교육과정은【별책1】과 같습니다.,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000196000&type=HTML&mobileYn=,대외구속지향,초등·중학 문해교육 기본 교육과정 — 위와 동일 유형(별책 형식).
T135,2100000181720,초등학교 교과용도서 구분 수정 고시,고시,20190830,근거주장_없음,,"【국정도서】<img id=""45176664""></img>　【검정도서】<img id=""45176668""></img>",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000181720&type=HTML&mobileYn=,대외구속지향,초등학교 교과용도서 구분 수정 고시(가이드 실례 '교과용도서 구분 고시' 유형).
T136,2200000080719,초등학교 교과용도서 구분 수정 고시,고시,20221229,근거주장_없음,,교육부고시 제2019-195호(2019.8.30.)의 교과용도서 구분 고시는 2027년 2월 28일로 폐지한다.,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2200000080719&type=HTML&mobileYn=,대외구속지향,기존 구분 고시의 폐지·경과 규정 — 형식은 폐지 고시이나 규율 대상·효과가 대외 사항(교과용도서 구분)에 관계.
T137,583,취학아동명부서식,고시,20080801,근거주장_없음,,"취  학  아  동  명  부<img id=""5135924""></img>",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=583&type=HTML&mobileYn=,내부관리,경계규칙②: 취학아동명부는 읍·면·동(행정기관)이 작성하는 명부 — 기관용 표준양식 제공으로 봄(작성 의무는 초·중등교육법령이 창설).
T138,2100000051910,특별교부금 국가시책사업 성과평가 운영규정,훈령,20160531,교육부법령_근거주장,지방교육재정교부금법,제1조(목적) 이 훈령은 「지방교육재정교부금법」시행령 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000051910&type=HTML&mobileYn=,대외구속지향,시도교육청(별도 법주체) 대상 특별교부금 국가시책사업 성과평가 — 자료제출·평가·교부 반영으로 기관의 재정상 이익에 관계(기관 간 재정관계 성격 병존).
T139,2100000219316,평가인정 학습과정 운영지침,고시,20230217,근거주장_없음,,[별표 1]      성적평점 환산 기준표   ━━━━━━┯━━┯━━━   취득점수  │평점│등급   ──────┼──┼───   95점 이상 │4.50│A+     ──────┼──┼───   90～94점  │4.00│A      ──────┼──┼───   85～89점  │3.50│B+     ──────┼──┼───   80～84점  │3.00│B      ──────┼──┼───   75～79점  │2.50│C+     ──────┼──┼───   70～74점  │2.00│C      ──────┼──┼───   65～69점,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000219316&type=HTML&mobileYn=,대외구속지향,학점은행제 평가인정 학습과정의 운영 기준(성적평가 등) — 인정받은 민간 교육훈련기관의 운영 의무·기준.
T140,2100000206858,평생교육이용권 운영 규정,고시,20211209,교육부법령_근거주장,평생교육법,"제1조(목적) 이 고시는 「평생교육법」(이하 ""법""이라 한다),「평생교육법 시행령」(이하 ""영""이라 한다), 「평생교육법 시행규칙」(이하 ""규칙""이라 한다)에서 교육부장관이 발급하는 평생교육이용권에 관하여 위임한 사항과 그 시행에 필요한 사항을 정함을 목적으로 한다. ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000206858&type=HTML&mobileYn=,대외구속지향,평생교육이용권(수익적 급부)의 발급·사용 요건·기준.
T141,2100000270038,평생학습계좌제 학습과정 평가인정 등에 관한 규정,고시,20251230,근거주장_없음,,"제1조(목적) 이 규정은 「평생교육법」(이하 ""법""이라 한다) ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000270038&type=HTML&mobileYn=,대외구속지향,평생학습계좌제 학습과정 평가인정 — 외부 기관·과정에 대한 인정 기준.
T142,2100000250526,표준보육과정 고시,고시,20241209,본문없음(별표전용),,,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000250526&type=HTML&mobileYn=,,
T143,2100000261478,학교석면안전관리인 교육 위탁기관 및 위탁업무,고시,20250714,교육부법령_근거주장,유아교육법; 초ㆍ중등교육법,"1. 학교석면안전관리인 교육 위탁기관<img id=""154167797""></img>　2. 위탁업무 및 준수사항○ 위탁업무　- 「유아교육법」제7조에 따른 유치원 및 「초ㆍ중등교육법」제2조에 따른 학교의 석면안전관리인 교육○ 준수사항 등　- 학교석면안전관리인 법정 교육시간 준수　  ※ 최초 지정신고 또는 변경신고 : 8시간 이상, 보수교육 : 4시간 이상　- 교육생에 대한 출결관리를 철저히 하고, 교육실시 후 7일 이내 교육부장관에게 교육결과 보고　- 기타 교육부장관이 요청하는 운영요령 등 준수",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000261478&type=HTML&mobileYn=,대외구속지향,학교석면안전관리인 교육 위탁기관 지정 + 수탁기관 준수사항 — 외부 기관의 지정·의무.
T144,2100000188170,학교시설 내진설계 기준 고시,고시,20200401,타부처법령_근거주장,훈령·예규 등의 발령 및 관리에 관한 규정,제1조(목적)이 기준은 학교시설에 대한 내진설계 기준을 규정함으로써 내진안전성을 확보하는 것을 그 목적으로 한다. ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000188170&type=HTML&mobileYn=,대외구속지향,학교시설 내진설계 기준 — 학교시설 사업 시행자(사립 포함)에 적용되는 기술기준.
T145,2100000261398,학교 안전사고관리 지침,고시,20250704,교육부법령_근거주장,학교안전사고 예방 및 보상에 관한 법률; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 지침은 「학교안전사고 예방 및 보상에 관한 법률」  10조,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000261398&type=HTML&mobileYn=,대외구속지향,학교(사립 포함)의 안전사고 예방·관리 의무 기준(학교안전법 관계).
T146,2100000213154,학원의 설립·운영 및 과외교습에 관한 법률에 따른 과태료의 가중처분에 관한 세부 지침,예규,20220720,근거주장_없음,,제1조(목적) 이 예규는 「학원의 설립ㆍ운영 및 과외교습에 관한 법률」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000213154&type=HTML&mobileYn=,대외구속지향,학원법상 과태료 가중처분 세부지침(가이드 실례) — 학원 설립·운영자에 대한 제재 기준.
T147,2100000267004,「학점인정법」에 따른 제30차 표준교육과정,고시,20251107,교육부법령_근거주장,학점인정법; 학점인정 등에 관한 법률 시행령; 학점인정 등에 관한 법률 시행규칙; 훈령ㆍ예규 등의 발령 및 관리에 관한 규정,제1조(목적) 이 표준교육과정은 「학점인정 등에 관한 법률 시행령」 ,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000267004&type=HTML&mobileYn=,대외구속지향,학점인정법 표준교육과정 — 학점인정 대상 교육과정의 기준(외부 교육훈련기관·학습자의 학점·학위 취득 기준).
T148,2100000211475,한국형 국가역량체계 운영 고시,고시,20220630,근거주장_없음,,"제1조(목적) 이 고시는 학교교육ㆍ직업훈련(이하 ""교육훈련""이라 한다) 및 자격 등이 상호연계될 수 있도록 하여 국민의 평생직업능력 개발을 촉진하고 능력중심사회의 구현에 이바지하고자, 「자격기본법」 ",/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000211475&type=HTML&mobileYn=,내부관리,"KQF '운영' 고시 — 2019년 수준체계 고시(자격기본법 제6조·시행령 제9조④)는 참조체계 성격이나, 본 운영 고시의 등록·활용 절차가 외부 자격·교육과정의 수준 인정(준-지정)으로 기능하는지 전문 확인 필요. [검수 반영: 전문 확인 — §5는 중앙행정기관의 장의 노력의무(기관 간), §6은 자문협의체. 외부 등록·인정 절차 없음 → 내부관리 확정. 단 제1조가 자격기본법 §6·시행령 §9를 명시하므로 D4(메타데이터 공백) 표본 가치 있음 2026-08-15.]"
T149,2100000244674,행정중심복합도시 내 공동캠퍼스 입주대학 설치·운영 고시,고시,20240719,근거주장_없음,,제1조(목적) 이 고시는 「신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법」,/DRF/lawService.do?OC=YOUR_OC&target=admrul&ID=2100000244674&type=HTML&mobileYn=,대외구속지향,행복도시 공동캠퍼스 입주대학의 설치·운영 기준(특례) — 대학의 설치 자격·기준.
