판독순위,tier,score,source,id,사건번호,선고일자,법원,사건명,매칭쿼리,강한신호,판시사항,요지,링크,O1_무효판단,O2_결함유형,O3_대상규정명,O4_대상규정일련번호,O5_메모,O6_판시유형,O7_대상층위,O8_코퍼스관계
69,B,5,prec,183811,2014두44502,2016.12.15,대법원,이행강제금부과처분취소,대외적 구속력 고시; 대외적 구속력,무효,"[1] 하위법령의 규정이 상위법령의 규정에 저촉되는지 명백하지 않지만 하위법령의 의미를 상위법령에 합치되는 것으로 해석하는 것이 가능한 경우, 하위법령이 상위법령에 위반된다는 이유로 무효를 선언할 수 있는지 여부(소극) [2] 구 건축법 제80조 제1항 제1호, 지방세법 제4조 제2항, 지방세법 시행령 제4조 제1항 제1호의 위임에 따라 행정자치부장관이 정한 ‘2012년도 건물 및 기타건물 시가표준액 조정기준’과 ‘2013년도 건물 및 기타건물 시가표준액 조정기준’ 중 ‘멸실 개축’과 ‘멸실외 개축’의 시가표준액산출비율을 달리 정하고 있는 부분이 명확성 원칙, 평등 원칙에 위배되는지 여부(소극) ","[1] 국가의 법체계는 그 자체로 통일체를 이루고 있으므로 상·하규범 사이의 충돌은 최대한 배제되어야 하며 또한 규범이 무효라고 선언될 경우에 생길 수 있는 법적 혼란과 불안정 및 새로운 규범이 제정될 때까지의 법적 공백 등으로 인한 폐해를 회피할 필요성이 있음에 비추어 보면, 하위법령의 규정이 상위법령의 규정에 저촉되는지가 명백하지 아니한 경우에, 관련 법령의 내용과 입법 취지 및 연혁 등을 종합적으로 살펴 하위법령의 의미를 상위법령에 합치되는 것으로 해석하는 것도 가능한 경우라면, 하위법령이 상위법령에 위반된다는 이유로 쉽게 무효를 선언할 것은 아니다. [2] 구 건축법(2015. 8. 11. 법률 제13471호로 개정되기 전의 것) 제80조 제1항 제1호, 지방세법 제4조 제2항, 지방세법 시행령 제4",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=183811&type=HTML&mobileYn=,N,,,,행정자치부장관이 정한 '건물 및 기타건물 시가표준액 조정기준'(2012·2013년도): 지방세법령의 위임에 따른 것으로 명확성·평등원칙 위배 아님(유효). 하위법령 합헌적 해석 우선 법리 설시.,,,
70,B,5,prec,168606,2012도16383,2013.03.28,대법원,수산업법위반·수산자원관리법위반,대외적 구속력 고시; 재위임; 대외적 구속력,재위임," 처벌대상인 행위를 대통령령 등 하위법령에 위임하고 있는 구 수산업법 제95조 제8호, 제73조 및 구 수산자원관리법 제64조 제1호, 제17조가 포괄위임입법금지 원칙 내지 죄형법정주의에 위배되는지 여부(소극)  ","                구 수산업법(2009. 4. 22. 법률 제9626호로 전부 개정되기 전의 것, 이하 ‘종전 수산업법’이라 한다)은 제73조에서 ‘이 법 또는 이 법에 따른 명령’을 위반하는 행위에 관하여 같은 법 제95조에 형벌규정을 두면서 그 명령의 내용에 관하여는 같은 법 제53조 제1항 제8호에 규정하고 있었고, 한편 구 수산자원관리법(2010. 4. 15. 법률 제10272호로 개정되기 전의 것, 이하 같다)은 제17조에서 ‘이 법 또는 수산업법에 따른 명령’을 위반하는 행위에 관하여 같은 법 제64조에 형벌규정을 두면서 그 명령의 내용에 관하여는 구 수산업법(2010. 4. 15. 법률 제10272호로 개정되기 전의 것, 이하 ‘구 수산업법’이라 한다) 제61조 제1항 제5호에 규정하",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=168606&type=HTML&mobileYn=,N,,,,구 수산업법 제95조 제8호·구 수산자원관리법 제64조 제1호 등: 포괄위임입법금지·죄형법정주의 위배 아님(합헌). 대상은 법률 조항.,,,
71,B,5,prec,175327,2012두19526,2014.08.20,대법원,중학교입학자격검정고시응시제한처분취소,법령보충적 행정규칙,무효,"[1] 법률의 시행령이나 시행규칙의 내용이 모법의 입법 취지와 관련 조항 전체를 유기적·체계적으로 살펴보아 모법의 해석상 가능한 것을 명시한 것에 지나지 않거나 모법 조항의 취지에 근거하여 이를 구체화하기 위한 것인 경우, 모법에 직접 위임하는 규정을 두지 않았다고 하여 무효인지 여부(소극) 및 이러한 법리는 지방자치단체의 교육감이 제정하는 교육규칙과 모법인 상위 법령의 관계에서도 마찬가지인지 여부(적극) [2] 시교육감이 ‘중학교 입학자격 검정고시 규칙’에 근거하여 만 12세 이상인 자를 대상으로 하는 ‘중학교 입학자격 검정고시 시행계획’을 공고하였는데, 초등학교에 재학하다가 취학의무를 유예받아 정원 외로 관리되던 만 9세인 甲이 응시원서를 제출하였다가 반려처분을 받은 사안에서, 위 ‘중학교 입학자격 검정","[1] 법률의 시행령이나 시행규칙은 법률에 의한 위임이 없으면 개인의 권리·의무에 관한 내용을 변경·보충하거나 법률이 규정하지 아니한 새로운 내용을 정할 수는 없지만, 법률의 시행령이나 시행규칙의 내용이 모법의 입법 취지와 관련 조항 전체를 유기적·체계적으로 살펴보아 모법의 해석상 가능한 것을 명시한 것에 지나지 아니하거나 모법 조항의 취지에 근거하여 이를 구체화하기 위한 것인 때에는 모법의 규율 범위를 벗어난 것으로 볼 수 없으므로, 모법에 이에 관하여 직접 위임하는 규정을 두지 아니하였다고 하더라도 이를 무효라고 볼 수는 없다. 이러한 법리는 지방자치단체의 교육감이 제정하는 교육규칙과 모법인 상위 법령의 관계에서도 마찬가지이다. [2] 시교육감이 ‘중학교 입학자격 검정고시 규칙’에 근거하여 만 12세 이",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=175327&type=HTML&mobileYn=,N,,,,"대법원 2014.8.20.: '중학교 입학자격 검정고시 규칙'(교육감 교육규칙) 제14조 제2호의 응시연령 제한은 모법(초·중등교육법령)의 해석상 가능한 것을 구체화한 것으로 직접 위임 규정이 없어도 무효 아님(유효). 1심(2011구합1964, 본 목록 판독순위 55)의 무효 판단을 뒤집은 상고심.",,,
72,B,5,prec,616577,2024두60701,2026.01.29,대법원,제재부가금부과처분등취소,위임 없이 훈령,위임\s*없,"  [1] 행정권한의 위임과 행정권한 내부 위임의 차이 및 행정권한이 내부 위임된 경우, 수임관청이 자기의 이름으로 그 권한을 행사할 수 있는지 여부(소극)   [2] 교육서비스업을 영위하는 甲이 고용노동부 소관 보조사업인 ‘청년 디지털 일자리 사업’ 위탁운영기관인 乙 주식회사와 위 사업 지원 협약을 체결하고 청년들을 채용하여 乙 회사로부터 지원금을 지급받았는데, 甲이 참여청년들에게 ‘수행업무 허위작성, 사전근로, 퇴직사실 은닉, 페이백’을 하였다는 이유로 乙 회사가 보조금 관리에 관한 법률 제33조에 따라 甲에게 지원금 반환명령을 하자, 관할 지방고용노동청장이 甲에게 위 법률 제31조의2 제2항 제1호, 제33조의2 제1항 제2호에 따라 5년간 보조금 지급을 제한하고 제재부가금을 부과하는 처분을 한 사안에","  [1] 행정권한의 위임은 행정관청이 법률에 따라 특정한 권한을 다른 행정관청에 이전하여 수임관청의 권한으로 행사하도록 하는 것으로서 권한의 법적인 귀속을 변경하는 것이므로, 법률이 위임을 허용하고 있는 경우에 한하여 인정된다. 이에 반하여, 행정권한의 내부 위임은 법률이 위임을 허용하고 있지 않은 경우에도 행정관청의 내부적인 사무처리의 편의를 도모하기 위하여 그의 보조기관 또는 하급행정관청으로 하여금 그의 권한을 사실상 행사하게 하는 것이다. 그러므로 권한 위임의 경우에는 수임관청이 자기의 이름으로 그 권한행사를 할 수 있지만, 내부 위임의 경우 수임관청은 위임관청의 이름으로만 그 권한을 행사할 수 있을 뿐 자기의 이름으로는 그 권한을 행사할 수 없다.   [2] 교육서비스업을 영위하는 甲이 고용노동부 ",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=616577&type=HTML&mobileYn=,무관,,,,행정권한의 위임·내부위임(처분 권한 귀속) 사안 — 위임'입법' 쟁점이 아님(검색 노이즈).,,,
73,B,5,prec,614377,2023두57807,2025.12.11,대법원,재직기간산입거부처분취소청구의소,위임 없이 훈령; 재위임,재위임,"  [1] 공무원연금법 제25조 제3항 제1호가 포괄위임입법금지 원칙에 위배되는지 여부(소극)   [2] 공무원연금법 시행령 제18조 제2호가 복위임금지 원칙에 반하는지 여부(소극)   [3] 사회복무요원 복무기간을 2년 한도로 공무원 재직기간에 산입할 수 있도록 정한 공무원연금법 제25조 제3항 제1호, 공무원연금법 시행령 제18조 제2호, 구 병역법 시행령 제151조가 현역병에 비하여 합리적 근거 없이 사회복무요원을 차별하고 있는지 여부(소극)   [4] 공무원연금법 제25조 제3항 제1호, 공무원연금법 시행령 제18조 제2호, 구 병역법 시행령 제151조가 공무원으로 근무하다가 퇴직한 후 다시 공무원으로 임용된 사람에 비하여 사회복무요원으로 복무한 후 공무원으로 임용된 사람을 합리적 근거 없이 차별하는","  [1] 공무원연금법 제25조 제3항 제1호는 본인의 의사와 상관없이 징집 또는 소집되어 열악한 근무환경 속에서 일정한 기간 국토방위 등의 직무를 수행하는 현역병 등의 공로를 복무기간 산입이라는 제도를 통해 보상하려는 목적을 가진다. 이러한 입법 목적에 더하여 보충역소집에 따라 복무하게 되는 직역의 다양성, 보충역소집에 따른 구체적인 복무 형태 및 기간의 변화 가능성, 보충역소집에 따른 복무와 현역병 등 복무 사이의 차이점 등을 고려하면, 보충역소집에 의하여 복무한 기간 중 공무원 재직기간에 산입할 수 있는 기간의 범위나 구체적인 기준 등을 법률에 빠짐없이 규정하는 것보다 일정한 정도로 예측 가능한 범위 내에서 하위법령에 위임할 필요성이 있다.    또한 공무원연금법 제25조 제3항 제1호는 공무원 재직기",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=614377&type=HTML&mobileYn=,N,,,,공무원연금법 제25조 제3항 제1호(포괄위임 소극)·시행령 제18조 제2호(복위임금지 위반 소극) 등 유효. 위임 쟁점 유효 판단.,,,
74,B,5,prec,240903,2020다291531,2024.06.17,대법원,부당이득금[상호저축은행이 대출 및 수익분배에 관한 약정에 따라 취득한 주식에 대한 유상감자대금이 부당이득으로서 반환되어야 하는지 문제된 사건],위임 없이 고시,무효,"  [1] 회사의 권리능력 제한 사유인 ‘회사의 정관상 목적’의 의미와 판단 기준   [2] 민법 제103조에 의하여 무효로 되는 반사회질서 행위의 의미 / 민법 제104조에서 정한 불공정한 법률행위의 성립 요건 및 상대방 당사자에게 폭리행위의 악의가 없는 경우, 불공정한 법률행위가 성립하는지 여부(소극)   [3] 사법상 계약 기타 법률행위가 일정한 행위를 금지하는 구체적 법규정을 위반하여 행하여진 경우, 그 법률행위가 무효인지 판단하는 기준   [4] 상호저축은행은 비상장회사의 주식을 발행주식총수의 100분의 10 이내의 한도 내에서만 매입·보유할 수 있도록 정한 구 상호저축은행법 제18조의2 제1호 및 구 상호저축은행업감독규정 제30조 제1항 제4호의 법적 성질(=단속규정) ","  [1] 회사의 권리능력은 회사의 설립 근거가 된 법률과 회사의 정관상 목적에 의하여 제한되나, 그 목적 범위 내의 행위는 정관에 명시된 목적 자체에 국한되는 것이 아니고 그 목적을 수행하는 데 직접 또는 간접으로 필요한 행위는 모두 포함되며, 목적 수행에 필요한지 여부도 행위의 객관적 성질에 따라 추상적으로 판단할 것이지 행위자의 주관적, 구체적 의사에 따라 판단할 것은 아니다.   [2] 민법 제103조에 의하여 무효로 되는 반사회질서 행위는 법률행위의 목적인 권리의무의 내용이 선량한 풍속 기타 사회질서에 위반되는 경우뿐만 아니라, 그 내용 자체는 반사회질서적인 것이 아니라고 하여도 법률적으로 이를 강제하거나 법률행위에 반사회질서적인 조건 또는 금전적인 대가가 결부됨으로써 반사회질서적 성질을 띠게 되는",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=240903&type=HTML&mobileYn=,무관,,,,구 상호저축은행업감독규정(금융위 고시) 제30조 제1항 제4호의 단속규정 성질 결정 및 사법상 법률행위 효력 사안 — 규범의 위임·효력 부정 판단 아님(유효 전제).,,,
75,B,5,prec,186657,2011구합30519,2012.05.25,서울행정법원,보험약가인하처분취소,재위임,재위임,"보건복지부장관이 ‘판매 촉진을 위하여 금품을 제공하는 등 유통질서를 문란하게 한 것이 확인된 약제’에 대하여 해당 약제의 상한금액을 조정하여 고시할 수 있도록 정한           구 국민건강보험 요양급여의 기준에 관한 규칙 제13조 제4항 제12호 등에 따라 甲 주식회사가 생산하는 약제의 상한금액을 인하하는 내용으로 ‘약제 급여 목록 및 급여 상한금액표’를 개정하여 고시한 사안에서,           구 국민건강보험 요양급여의 기준에 관한 규칙 제13조 제4항 제12호 등이 모법인 국민건강보험법 등의 위임이 없거나 위임범위를 일탈한 것이라고 볼 수 없고, 그 근거규정인           국민건강보험법 제39조 제2항,           제42조 제7항이 포괄금지원칙에 반한다거나           국민건강","보건복지부장관이 ‘판매 촉진을 위하여 금품을 제공하는 등 유통질서를 문란하게 한 것이 확인된 약제’에 대하여 해당 약제의 상한금액을 조정하여 고시할 수 있도록 정한           구 국민건강보험 요양급여의 기준에 관한 규칙(2011. 12. 2. 보건복지부령 제87호로 개정되기 전의 것, 이하 ‘요양급여기준’이라 한다) 제13조 제4항 제12호(이하 이 규정에 따라 약제의 상한금액을 인하하는 제도를 ‘리베이트-약가인하 연동제도’라 한다) 등에 따라 甲 주식회사가 생산하는 약제의 상한금액을 인하하는 내용으로 ‘약제 급여 목록 및 급여 상한금액표’를 개정하여 고시한 사안에서, 리베이트-약가인하 연동제도에 관한           요양급여기준 제13조 제4항 제12호 등은 국민건강보험법이나 국민건강보험법 시행령",/DRF/lawService.do?OC=YOUR_OC&target=prec&ID=186657&type=HTML&mobileYn=,N,,,,"구 국민건강보험 요양급여기준 규칙(보건복지부령) 제13조 제4항 제12호(리베이트-약가인하 연동): 모법의 위임 부재·위임범위 일탈 아님, 포괄위임 위배 아님(유효). 하급심(서울행정법원).",,,
76,B,5,expc,334813,22-0303,,,"국토교통부 - 「중소기업창업 지원법」에 따른 공장설립계획 승인으로 「산업집적 활성화 및 공장설립에 관한 법률」에 따른 공장설립등의 승인이 의제된 경우, 승인이 의제된 공장설립 사업이 「공간정보의 구축 및 관리 등에 관한 법률」 제2조제4호의2에 따른 지적확정측량 대상인지(「공간정보의 구축 및 관리 등에 관한 법률」 제2조제4호의2 등)",위임한계를 벗어나; 재위임,재위임,"「공간정보의 구축 및 관리 등에 관한 법률」(이하 “공간정보관리법”이라 함) 제2조제4호의2에서는 “지적확정측량”이란 같은 법 제86조제1항에 따른 사업이 끝나 토지의 표시를 새로 정하기 위하여 실시하는 지적측량을 말한다고 규정하고 있고, 같은 법 제86조제1항에서는 「도시개발법」에 따른 도시개발사업, 「농어촌정비법」에 따른 농어촌정비사업, 그 밖에 대통령령으로 정하는 토지개발사업의 시행자는 대통령령으로 정하는 바에 따라 그 사업의 착수·변경 및 완료 사실을 지적소관청에 신고하여야 한다고 규정하고 있으며, 그 위임에 따라 신고 대상 토지개발사업의 유형을 규정하고 있는 공간정보관리법 시행령 제83조제1항제14호의 재위임에 따라 국토교통부장관이 고시한 「지적확정측량 대상 요건 및 토지개발사업 고시」(이하 “지적","이 사안의 경우, 승인이 의제된 공장설립사업은 지적확정측량사업고시 제1호마목에 따른 지적확정측량의 대상입니다.",,무관,,,,법제처 해석례: 공간정보관리법 시행령 제83조 제1항 제14호의 재위임에 따른 국토교통부 고시('지적확정측량 대상 요건 및 토지개발사업 고시')의 적용 여부 해석 — 규범의 효력 판단 아님(재위임 구조 언급만 존재).,,,
77,B,5,expc,312049,05-0099,,,국가유공자 등 예우 및 지원에 관한 법률 제74조의4(현충시설건립사업계획 승인)관련,대외적 구속력 훈령; 대외적 구속력 예규; 대외적 구속력,위임\s*없, 「국가유공자 등 예우 및 지원에 관한 법률 제74조의4」의 규정에 의하여 국가 또는 지방자치단체 외의 자로서 현충시설을 건립하고자 하는 자가 현충시설건립사업계획을 수립하여 국가보훈처장의 승인을 얻고자 하는 경우 보훈(지)청장이 국가보훈처장의 훈령인 「현충시설관리지침」에 따라 국고지원이 필요하다고 인정하는 사업에 한하여 국가보훈처장의 승인을 얻도록 할 수 있는지 여부 「국가유공자 등 예우 및 지원에 관한 법률 시행령 별표1 제1호」의 “전투 또는 이에 준하는 직무수행 중 사망한 자”에 군인·경찰공무원 외에 민간인도 포함되는지 여부," 「국가유공자 등 예우 및 지원에 관한 법률 제74조의4」의 규정에 의하면, 국가 또는 지방자치단체 외의 자로서 현충시설을 건립하고자 하는 자가 수립한 현충시설건립사업계획에 대한 승인권한은 국가보훈처장에게 있으므로 법령의 위임 없이 제정된 국가보훈처장의 훈령인 「현충시설관리지침」에 따라 보훈(지)청장이 현충시설건립사업계획서를 제출받아 이를 검토한 후 국고지원이 필요하다고 인정되는 경우에 한하여 국가보훈처장의 승인을 얻도록 제한할 수 없다 할 것입니다. 따라서 국가보훈처장은 보훈(지)청장의 검토를 거친 경우뿐만 아니라 국가 또는 지방자치단체외의 자로서 현충시설을 건립하고자 하는 자로부터 직접 제출받아 현충시설건립사업계획의 승인여부를 결정할 수 있다고 할 것입니다. 「국가유공자 등 예우 및 지원에 관한 법률 시",,Y,D1,'현충시설관리지침'(국가보훈처 훈령),,법제처 법령해석례(법원 판단 아님): 법령의 위임 없이 제정된 훈령으로는 법률상 국가보훈처장의 승인 신청 경로·요건을 제한할 수 없다고 회신(대외적 효력 부정). 보훈처 소관 — 교육부 코퍼스 무관.,해석례회신,행정규칙(훈령),범위외(해석례)
78,B,5,detc,12982,2007헌바131,2010.02.25,,기반시설부담금에 관한 법률 제8조 제1항 등 위헌소원,위임한계를 벗어나; 위임범위를 벗어나,무효,"가. 기반시설부담금 부과처분의 근거법률인 구 ‘기반시설부담금에 관한 법률’(2006. 1. 11. 법률 제7848호로 제정되고, 2007. 10. 17. 법률 제8663호로 개정되기 전의 것, 이하 ‘법’이라고 한다) 제3조, 제10조가 위헌임을 전제로 부과처분에 대한 취소소송 제소기간이 경과한 뒤 납부한 부담금을 부당이득으로 반환청구하는 소송에서 위 법률조항들이 재판의 전제성을 갖는지 여부(소극)나. 기반시설부담금을 건축연면적이 200제곱미터를 초과하는 건축물의 건축행위에 부과하고, ‘기반시설 표준시설비용’과 ‘기반시설에 대한 용지비용’ 및 건축연면적을 기반시설부담금을 산정하는 기준으로 하여, 부담률은 100분의 20으로 하되 지역특성에 따라 100분의 25 범위 내에서 부담률을 가감할 수 있게 한 법 제","가. 위헌법률에 근거한 처분은 특별한 사정이 없는 한 당연무효가 아니라 취소사유에 해당하는바, 기반시설부담금 부과처분에 대한 취소소송 제소기간이 경과한 뒤 납부한 부담금 상당액을 부당이득으로 반환청구하는 당해 사건에서 법원이 기반시설부담금 부과처분의 효력을 부인하고 법률상 원인 없는 이득이라고 판단할 수 없다고 할 것이므로 재판의 전제성이 인정되지 않는다.나. 토지재산권 행사에는 강한 사회적 기속성이 있어 넓은 입법재량이 인정되고, 건축행위로 유발되는 기반시설에 필요한 재원을 확보하고 토지의 합리적인 이용을 촉진한다는 입법목적은 정당하다. 또한 개발로 혜택을 받는 사람이 개발비용인 기반시설 비용을 일부 부담하는 것과 부담금의 산정기준들도 입법목적 달성을 위한 합리적인 수단이다. 실현하려는 공익이 큰 점, 납",,N,,,,헌재: 구 기반시설부담금법 제8조 등 — 포괄위임금지 등 위배 아님(합헌). 일부 조항은 재판의 전제성 부정. 대상은 법률 조항.,,,
79,B,5,detc,191007,2023헌마820,2024.05.30,,방송법 시행령 입법예고 공고 취소,위임한계를 벗어나; 법규명령 행정규칙 효력,위임\s*없,가. 2023. 6. 16. 방송통신위원회공고 제2023-50호 방송법 시행령 일부개정령(안) 입법예고 중 의견제출 기간을 10일로 규정한 부분에 대한 심판청구의 이익을 인정할 수 있는지 여부(소극)나. 수신료 징수업무를 지정받은 자가 수신료를 징수하는 때 그 고유업무와 관련된 고지행위와 결합하여 이를 행해서는 안 된다고 규정한 방송법 시행령 제43조 제2항(이하 “심판대상조항”이라 한다)이 법률유보원칙에 위배되는지 여부(소극)다. 심판대상조항이 입법재량의 한계를 위반하여 청구인의 방송운영의 자유를 침해하는지 여부(소극)라. 심판대상조항이 적법절차원칙을 위반하는지 여부(소극)마. 심판대상조항이 신뢰보호원칙을 위반하는지 여부(소극),"가. 이 사건 입법예고기간은 그 기간만료일 경과로 종료되었고, 입법예고된 심판대상조항이 시행되었으므로 이 사건 입법예고를 다툴 권리보호이익이 소멸하였다. 청구인이 이 사건 입법예고기간에 대한 심판청구를 통하여 종국적으로 다투고자 하는 것은 심판대상조항으로 인한 기본권 침해 여부인바, 청구인의 주장취지 및 권리구제의 실효성 등을 종합적으로 고려할 때, 심판대상조항에 대하여 본안 판단에 나아가는 이상, 이 사건 입법예고기간에 대하여는 심판청구의 이익을 인정하지 아니한다. 따라서 이 사건 입법예고기간에 대한 심판청구는 부적법하다.나. 심판대상조항은 수신료의 구체적인 고지방법에 관한 규정인바, 이는 수신료의 부과ㆍ징수에 관한 본질적인 요소로서 법률에 직접 규정할 사항이 아니므로 이를 법률에서 직접 정하지 않았다고 ",,N,,,,헌재 기각: 방송법 시행령 제43조 제2항(수신료 분리 고지) — 법률유보·적법절차·신뢰보호 위배 아님(시행령 유효). 입법예고기간 부분은 각하.,,,
80,B,5,detc,58322,2001헌마605,2002.07.18,,신문업에있어서의불공정거래행위및시장지배적지위남용행위의유형및기준 제3조 제1항 등 위헌확인,대외적 구속력 훈령; 대외적 구속력 고시; 대외적 구속력 예규; 위임 없이 훈령; 재위임; 법규명령 행정규칙 효력,재위임,"1. 신문구독자 혹은 신문판매업자가 신문발행업자의 행위를 제한하는 규정의 위헌여부를 다툴 기본권 침해의 자기관련성이 있는지 여부(소극)2. 신문판매업자가 독자에게 1년 동안 제공하는 무가지와 경품류를 합한 가액이 같은 기간에 당해 독자로부터 받는 유료신문대금의 20%를 초과하는 경우 동 무가지와 경품류의 제공행위가 독점규제및공정거래에관한법률 제23조 소정의 불공정거래행위에 해당하는 것으로 규정한 신문업에있어서의불공정거래행위및시장지배적지위남용행위의유형및기준(공정거래위원회 고시 제2001-7호, 이하 “신문고시”라고 함) 제3조 제1항 제2호가 위임입법 및 재위임의 헌법적 한계를 벗어나 위헌인지 여부(소극)3. 위 신문고시 조항이 재산권을 제한함에 있어서 준수하여야 할 헌법 제37조 제2항에 근거한 과잉금지의 ","1. 청구인들은 단지 신문구독자이거나 신문판매업자인바, 이 사건 규정들 중 신문고시 제3조 제1항 제1호와 제3호, 제10조 제1항과 제2항은 모두 신문발행업자를 규율대상으로 하여 신문발행업자의 행위를 제한하는 조항들로서 이들로부터 신문을 공급받아 판매하거나 이를 구독하는 청구인들은 동 규정들의 적용을 받지 아니하며 단지 신문발행업자와 거래함으로써 간접적, 사실적, 경제적 이해관계만을 가질 뿐이므로 동 조항들을 대상으로 한 헌법소원 심판청구부분에 대하여는 위 청구인들은 자기관련성이 없다.2. 불공정거래행위는 각종의 경쟁적 거래에서 복잡다양하게 이루어지며 또한 그 형태도 부단히 변동되고 있음에 비추어 그 행위 형태와 기준에 관한 규정도 이에 맞추어 시기적절하게 효과적으로 대처할 수 있어야 할 것인바 국회가 모",,N,,,,헌재: 공정거래위원회 고시 '신문업에있어서의불공정거래행위및시장지배적지위남용행위의유형및기준'(신문고시) 제3조 제1항 제2호 — 위임입법 및 재위임의 헌법적 한계 내(합헌). 일부 청구는 자기관련성 부정.,,,
81,B,5,detc,135544,99헌가16,2000.06.29,,구 청소년보호법 제2조 제3호 가목 등 위헌제청,대외적 구속력 고시; 대외적 구속력,위임의?\s*한계,"1. 행정기관인 청소년보호위원회 등으로 하여금 청소년유해매체물을 결정하도록 하고, 그 결정된 매체물을 청소년에게 판매 등을 하는 경우 형사처벌하도록 하는 것이 죄형법정주의에 위반되는지 여부(소극)2. 구성요건의 일부를 행정기관이 결정하도록 한 위의 규정이 법관이 사실을 확정하고 법률을 해석ㆍ적용하는 재판(법관에 의한 재판)을 받을 권리를 침해하는 것인지 여부(소극)","1. 청소년에게 유해한 매체물을 적시하여 청소년에 대한 판매ㆍ대여 등을 제한하고자 하는 경우에는 각 매체물의 내용을 실제로 확인하여 유해성 여부를 판단할 수밖에 없는데, 그때마다 법 또는 하위법령을 개정하여 직접 개별 매체물을 규정하는 것은 현실적으로 거의 불가능하고 법령의 개정에 소요되는 시일로 인하여 규제의 실효성도 기할 수 없게 될 것이므로 청소년유해매체물이 결과적으로 범죄의 구성요건의 일부를 이루게 되더라도 이 사건 법률조항에서 직접 청소년유해매체물의 범위를 확정하지 아니하고 행정기관(청소년보호위원회 등)에 위임하여 그 행정기관으로 하여금 청소년유해매체물을 확정하도록 하는 것은 부득이하다고 할 것이다. 또 법 제10조 제1항은 청소년유해매체물의 결정기준으로서 청소년에게 성적인 욕구를 자극하는 선정적이",,N,,,,헌재: 구 청소년보호법의 청소년유해매체물 결정을 행정기관(청소년보호위원회 등)에 위임한 것 — 죄형법정주의·재판받을 권리 침해 아님(합헌). 대상은 법률 조항.,,,
82,B,5,detc,134678,2003헌마261,2004.01.29,,기숙학원운영 불허가 등   위헌확인,법령보충적 행정규칙; 대외적 구속력,대외적\s*구속력이?\s*(없|인정되지),"기숙(합숙)형태의 학원 운영에 관하여 규율하는 행정입법을 제정하지 아니한 부작위, 교육당국이 신규로 기숙학원을 운영하려고 하는 청구인들에 대하여 기숙 형태의 학원영업을 허용하지 않고, 나아가 기존의 일부 기숙형태의 학원은 단속하지 않으면서도 청구인들 운영의 학원들만 단속하는 행위의 각 위헌확인을 구하는 헌법소원청구의 적법 여부(소극)","1.""교육인적자원부 장관이 기숙형태의 학원 운영에 관하여 규율하는 행정입법을 제정하지 아니한 부작위""의 위헌확인을 구하는 부분에 관하여 보건대, 행정권력의 부작위에 대한 헌법소원은 공권력의 주체에게 헌법에서 유래하는 작위의무가 특별히 구체적으로 규정되어 이에 의거하여 기본권의 주체가 행정행위를 청구할 수 있음에도 공권력의 주체가 그 의무를 해태하는 경우에 허용되는바, 현행 학원법령상 기숙형태 학원을 규율하는 별도의 규정이 없고, 달리 기숙학원의 설립·운영을 규제하는 법령이 존재하지 아니하는 이상 교육인적자원부 장관에게 청구인들이 주장하는 행정입법의 제정에 관하여 헌법에서 유래하는 작위의무가 있다고 보기 어려우므로, 이 부분 심판청구는 부적법하다.2.""교육당국이 특정 학원들에 대하여서만 기숙학원 형태의 영업을",,무관,,,,기숙학원 관련 행정입법 부작위 및 단속행위에 대한 헌법소원 각하 — 특정 규범의 위임·효력 판단 없음(행정입법 부작위 사안).,,,
83,B,5,detc,19202,2010헌마475,2012.03.29,,공권력행사 위헌확인,위임 없이 훈령; 법규명령 행정규칙 효력,효력이?\s*(없|인정),피청구인이 출정비용납부거부 또는 상계동의거부를 이유로 청구인의 행정소송 변론기일에 청구인의 출정을 제한한 행위(이하 ‘이 사건 출정제한행위’라 한다)가 청구인의 재판청구권을 침해하는지 여부(적극),"‘민사재판 등 소송 수용자 출정비용 징수에 관한 지침’(이하 ‘이 사건 지침’이라 한다) 제4조 제3항에 의하면, 수형자가 출정비용을 납부하지 않고 출정을 희망하는 경우에는 소장은 수형자를 출정시키되, 사후적으로 출정비용 상환청구권을 자동채권으로, 영치금 반환채권을 수동채권으로 하여 상계함을 통지함으로써 상계하여야 한다고 규정되어 있으므로, 교도소장은 수형자가 출정비용을 예납하지 않았거나 영치금과의 상계에 동의하지 않았다고 하더라도, 우선 수형자를 출정시키고 사후에 출정비용을 받거나 영치금과의 상계를 통하여 출정비용을 회수하여야 하는 것이지, 이러한 이유로 수형자의 출정을 제한할 수 있는 것은 아니다.그러므로 피청구인이, 청구인이 출정하기 이전에 여비를 납부하지 않았거나 출정비용과 영치금과의 상계에 미리 동",,무관,,,,수형자 출정제한 '행위'의 재판청구권 침해 인용 사안 — '민사재판 등 소송 수용자 출정비용 징수에 관한 지침'은 오히려 판단 기준으로 원용(효력 부정 아님). 위임입법 쟁점 아님.,,,
