id,gold_id,층,인간L1,조각,전문
P04269,,조각·패널비위임,,사항은 대통령령으로,"① 고등학교에 방송통신고등학교를 부설할 수 있다.
② 방송통신고등학교의 설치, 교육방법, 수업연한, 그 밖에 그 운영에 필요한 사항은 대통령령으로 정한다.
제51조(방송통신고등학교)"
P07069,,조각·패널비위임,,사항은 대통령령으로,"① 국가는 사이버폭력에 해당하는 촬영물, 영상물, 음성물, 복제물, 편집물, 합성물, 가공물, 개인정보, 허위사실 등(이하 이 조에서 ""촬영물등""이라 한다)이 정보통신망에 유포되어 피해(촬영물등의 대상자가 되어 입은 피해를 말한다)를 입은 학생에 대하여 촬영물등의 삭제를 위한 지원을 할 수 있다. <개정 2025.1.31>
② 제1항에 따른 피해학생, 그 보호자 또는 피해학생이나 보호자가 지정하는 대리인(이하 이 조에서 ""삭제지원요청자""라 한다)은 국가에 촬영물등의 삭제를 위한 지원을 요청할 수 있다. 이 경우 삭제지원요청자는 대통령령으로 정하는 요건을 갖추어 삭제지원을 요청하여야 한다. <개정 2025.3.18>
③ 제2항에도 불구하고 교육감 또는 교육장은 「아동ㆍ청소년의 성보호에 관한 법률」 제2조제5호에 따른 아동ㆍ청소년성착취물에 대해서는 삭제지원요청자의 요청 없이도 「성폭력방지 및 피해자보호 등에 관한 법률」 제7조의3제3항에 따라 국가와 지방자치단체에 삭제를 위한 지원을 요청할 수 있다. <신설 2025.3.18>
④ 제1항에 따른 촬영물등 삭제지원에 소요되는 비용은 사이버폭력의 가해학생 또는 그 보호자가 부담한다. <개정 2025.3.18>
⑤ 국가가 제1항에 따라 촬영물등 삭제지원에 소요되는 비용을 지출한 경우 사이버폭력의 가해학생 또는 그 보호자에게 상환청구권을 행사할 수 있다. <개정 2025.3.18>
⑥ 제1항 및 제2항에 따른 촬영물등 삭제지원의 내용ㆍ방법, 제5항에 따른 상환청구권 행사의 절차ㆍ방법 등에 필요한 사항은 대통령령으로 정한다. <개정 2025.3.18>
제16조의4(사이버폭력의 피해자 지원)"
P00466,,조각·패널비위임,,2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증,"① 임용권자는 5급 이하 공무원ㆍ연구사 및 지도사가 다음 각 호의 어느 하나에 해당하는 자격증 또는 검정시험 합격확인서 등(이하 ""자격증등""이라 한다)을 소지한 경우에는 영 제32조제2항 및 연구ㆍ지도직규정 제14조제2항에 따라 가산점을 줄 수 있다. <개정 2022.9.1>
1. 「자격기본법」 제12조에 따른 국가자격증 및 같은 법 제23조에 따른 공인자격증 중 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증
2. 외국에서 취득한 자격증 중 임용권자가 제1호에 따른 자격증과 동일하거나 동등하다고 인정하는 자격증
3. 그 밖에 임용권자가 직무수행과 밀접한 관련이 있다고 인정하여 지정하는 자격증 또는 검증시험 합격확인서 등
② 삭제 <2022.9.1>
③ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 자격증등(제1호, 제2호 및 제5호의 경우에는 해당 자격증 종목의 하위 등급 자격증을 포함한다)을 소지한 경우에는 가산점을 줄 수 없다. <개정 2022.9.1>
1. 「지방공무원법」 제27조제2항제2호에 따른 자격증 소지자로서 영 제55조제1항제1호에 따라 경력경쟁임용시험의 필기시험을 실시하지 아니하고 임용된 사람의 해당 자격증
2. 영 제17조제1항제3호 후단에 따른 지방자치단체의 인사규칙에서 정하는 바에 따라 자격증 소지를 의무화하는 특수직급의 신규임용시험 또는 전직시험에 응시하여 임용된 사람의 해당 자격증
3. 공무원으로 재직함으로써 시험과목의 전부를 면제받거나 자동적으로 취득한 자격증
4. 유효기간이 지난 자격증등
5. 승진임용 시 이미 가산점이 반영된 자격증등
④ 가산점을 줄 수 있는 자격증등이 둘 이상인 경우에는 그 중 가산점이 높은 하나에 대해서만 가산점을 줄 수 있다.
⑤ 삭제 <2022.9.1>
⑥ 삭제 <2022.9.1>
제23조(자격증 등의 가산점)"
P00704,,조각·패널비위임,,대통령령으로 정하는 중요한,"① 교육부장관은 5년마다 특구의 육성에 관한 특구육성종합계획(이하 ""특구육성종합계획""이라 한다)을 수립ㆍ추진하여야 한다. <개정 2013.3.23>
② 특구육성종합계획에는 다음 각 호의 사항이 포함되어야 한다.
1. 특구 육성의 기본방향
2. 특구 안의 각급학교 및 그 밖의 교육기관의 교육활동 관리 및 통합적 지원체계 구축 방안
3. 특구 안의 각급학교 및 그 밖의 교육기관의 전문인력 양성
4. 특구 안의 각급학교 및 그 밖의 교육기관 간 교류와 협력 활성화
5. 특구 운영성과의 확산
6. 특구 육성을 위한 투자의 확대 및 재원 조달 방안
7. 특구에서 실시되는 도로ㆍ용수 등 기반시설의 설치, 교육시설용지의 조성
8. 그 밖에 특구의 육성을 위하여 대통령령으로 정하는 사항
③ 교육부장관은 특구육성종합계획을 수립하는 때에는 관계 중앙행정기관의 장 및 특구 시ㆍ도지사와 미리 협의하고, 제7조의 교육국제화특구위원회의 심의를 거쳐야 한다. 특구육성종합계획 중 대통령령으로 정하는 중요한 사항을 변경하려는 때에도 또한 같다. <개정 2013.3.23>
④ 교육부장관은 제3항에 따라 확정되거나 변경된 특구육성종합계획을 관계 중앙행정기관의 장 및 특구 시ㆍ도지사에게 통지하여야 한다. <개정 2013.3.23>
⑤ 교육부장관은 특구육성종합계획을 수립하기 위하여 특구의 육성에 관한 실태조사를 실시할 수 있다. <신설 2019.8.20>
⑥ 교육부장관은 제5항에 따른 실태조사를 위하여 관계 중앙행정기관의 장, 특구 시ㆍ도지사 및 관련 기관ㆍ단체의 장에게 필요한 자료 제출을 요청할 수 있다. 이 경우 요청을 받은 자는 특별한 사유가 없으면 이에 협조하여야 한다. <신설 2019.8.20>
⑦ 관계 중앙행정기관의 장은 특구육성종합계획에 따라 해당 부처의 지원계획을 수립하여야 하며, 정당한 사유가 없으면 교육부장관의 지원계획 실행 요청에 협조하여야 한다. <개정 2013.3.23, 2019.8.20, 2021.3.23>
⑧ 특구육성종합계획의 수립ㆍ시행과 실태조사의 방법 등에 필요한 사항은 대통령령으로 정한다. <신설 2019.8.20>
제6조(특구육성종합계획의 수립)"
P04330,,조각·패널비위임,,대통령령으로 정하는,"① 이 법에 따른 교육부장관의 권한은 그 일부를 대통령령으로 정하는 바에 따라 교육감에게 위임하거나 국립대학법인 서울대학교 및 국립대학법인 인천대학교에 위탁할 수 있다. <개정 2012.3.21, 2013.3.23>
② 이 법에 따른 교육부장관의 권한 중 국립학교의 설립ㆍ운영에 관한 권한은 대통령령으로 정하는 바에 따라 관계 중앙행정기관의 장에게 위임할 수 있다. <개정 2013.3.23>
③ 이 법에 따른 교육부장관 및 교육감의 업무 중 제60조의6부터 제60조의8까지에 따른 교육지원 업무는 대통령령으로 정하는 바에 따라 그 일부를 보건복지부장관 또는 지방자치단체의 장에게 위임할 수 있다. <개정 2013.3.23, 2025.3.18>
제62조(권한의 위임)"
P00903,,조각·패널비위임,,"업소와 같은 호 가목8), 가목9) 및 나목7)에 따라 성평등가족부장관이 고시한 영업에 해당하는 업소","1. 「대기환경보전법」 제16조제1항에 따른 배출허용기준을 초과하여 대기오염물질을 배출하는 시설
2. 「물환경보전법」 제32조제1항에 따른 배출허용기준을 초과하여 수질오염물질을 배출하는 시설과 제48조에 따른 폐수종말처리시설
3. 「가축분뇨의 관리 및 이용에 관한 법률」 제11조에 따른 배출시설, 제12조에 따른 처리시설 및 제24조에 따른 공공처리시설
4. 「하수도법」 제2조제11호에 따른 분뇨처리시설
5. 「악취방지법」 제7조에 따른 배출허용기준을 초과하여 악취를 배출하는 시설
6. 「소음ㆍ진동관리법」 제7조 및 제21조에 따른 배출허용기준을 초과하여 소음ㆍ진동을 배출하는 시설
7. 「폐기물관리법」 제2조제8호에 따른 폐기물처리시설(규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 시설은 제외한다)
8. 「가축전염병 예방법」 제11조제1항ㆍ제20조제1항ㆍ제2항에 따른 가축 사체, 제23조제1항에 따른 오염물건 및 제33조제1항에 따른 수입금지 물건의 소각ㆍ매몰지
9. 「장사 등에 관한 법률」 제2조제8호에 따른 화장시설ㆍ제9호에 따른 봉안시설 및 제13호에 따른 자연장지(같은 법 제16조제1항제1호에 따른 개인ㆍ가족자연장지와 제2호에 따른 종중ㆍ문중자연장지는 제외한다)
10. 「축산물 위생관리법」 제21조제1항제1호에 따른 도축업 시설
11. 「축산법」 제34조제1항에 따른 가축시장
12. 「영화 및 비디오물의 진흥에 관한 법률」 제2조제11호의 제한상영관
13. 「청소년 보호법」 제2조제5호가목7)에 해당하는 업소와 같은 호 가목8), 가목9) 및 나목7)에 따라 성평등가족부장관이 고시한 영업에 해당하는 업소
14. 「고압가스 안전관리법」 제2조에 따른 고압가스, 「도시가스사업법」 제2조제1호에 따른 도시가스 또는 「액화석유가스의 안전관리 및 사업법」 제2조제1호에 따른 액화석유가스의 제조, 충전 및 저장하는 시설(관계 법령에서 정한 허가 또는 신고 이하의 시설이라 하더라도 동일 건축물 내에 설치되는 각각의 시설용량의 총량이 허가 또는 신고 규모 이상이 되는 시설은 포함하되, 규모, 용도 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 시설의 전부 또는 일부는 제외한다)
15. 「폐기물관리법」 제2조제1호에 따른 폐기물을 수집ㆍ보관ㆍ처분하는 장소(규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 장소는 제외한다)
16. 「총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률」 제2조에 따른 총포 또는 화약류의 제조소 및 저장소
17. 「감염병의 예방 및 관리에 관한 법률」 제37조제1항제2호에 따른 격리소ㆍ요양소 또는 진료소
18. 「담배사업법」에 의한 지정소매인, 그 밖에 담배[연초(煙草)나 니코틴을 원료의 전부 또는 일부로 하여 피우거나, 빨거나, 증기로 흡입하거나, 씹거나, 냄새 맡기에 적합한 상태로 제조한 것을 포함한다. 이하 이 호에서 같다]를 판매하는 자가 설치하는 담배자동판매기(「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
19. 「게임산업진흥에 관한 법률」 제2조제6호, 제7호 또는 제8호에 따른 게임제공업, 인터넷컴퓨터게임시설제공업 및 복합유통게임제공업(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
20. 「게임산업진흥에 관한 법률」 제2조제6호다목에 따라 제공되는 게임물 시설(「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
21. 「체육시설의 설치ㆍ이용에 관한 법률」 제3조에 따른 체육시설 중 무도학원 및 무도장(「유아교육법」 제2조제2호에 따른 유치원, 「초ㆍ중등교육법」 제2조제1호에 따른 초등학교, 같은 법 제60조의3에 따라 초등학교 과정만을 운영하는 대안학교 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
22. 「한국마사회법」 제4조에 따른 경마장 및 제6조제2항에 따른 장외발매소, 「경륜ㆍ경정법」 제5조에 따른 경주장 및 제9조제2항에 따른 장외매장
23. 「사행행위 등 규제 및 처벌 특례법」 제2조제1항제2호에 따른 사행행위영업
24. 「음악산업진흥에 관한 법률」 제2조제13호에 따른 노래연습장업(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
25. 「영화 및 비디오물의 진흥에 관한 법률」 제2조제16호가목 및 라목에 해당하는 비디오물감상실업 및 복합영상물제공업의 시설(「유아교육법」 제2조제2호에 따른 유치원 및 「고등교육법」 제2조 각 호에 따른 학교의 교육환경보호구역은 제외한다)
26. 「식품위생법」 제36조제1항제3호에 따른 식품접객업 중 단란주점영업 및 유흥주점영업
27. 「공중위생관리법」 제2조제1항제2호에 따른 숙박업 및 「관광진흥법」 제3조제1항제2호에 따른 관광숙박업(「국제회의산업 육성에 관한 법률」 제2조제3호에 따른 국제회의시설에 부속된 숙박시설과 규모, 용도, 기간 및 학습과 학교보건위생에 대한 영향 등을 고려하여 대통령령으로 정하는 숙박업 또는 관광숙박업은 제외한다)
28. 삭제<2021.9.24>
29. 「화학물질관리법」 제39조에 따른 사고대비물질의 취급시설 중 대통령령으로 정하는 수량 이상으로 취급하는 시설
30. 「통계법」 제22조제1항에 따라 국가데이터처장이 고시하는 한국표준산업분류에 따른 제조업 중 레미콘 제조업(시멘트와 모래, 자갈 등의 광물성 물질 혼합물에 물을 첨가하여 굳지 아니한 상태로 구매자에게 공급하는 콘크리트용 비내화 혼합물을 제조하는 산업활동)
31. 「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제3조제7호에 따른 정신재활시설 중 중독자재활시설(알코올 중독, 약물 중독 또는 게임 중독 등으로 인한 정신질환자등을 치유하거나 재활을 돕는 시설)
32. 「관광진흥법」 제3조제1항제5호에 따른 카지노업
제9조(교육환경보호구역에서의 금지행위 등) 누구든지 학생의 보건ㆍ위생, 안전, 학습과 교육환경 보호를 위하여 교육환경보호구역에서는 다음 각 호의 어느 하나에 해당하는 행위 및 시설을 하여서는 아니 된다. 다만, 상대보호구역에서는 제14호부터 제27호까지 및 제29호부터 제32호까지에 규정된 행위 및 시설 중 교육감이나 교육감이 위임한 자가 지역위원회의 심의를 거쳐 학습과 교육환경에 나쁜 영향을 주지 아니한다고 인정하는 행위 및 시설은 제외한다. <개정 2017.1.17, 2017.12.19, 2019.12.3, 2020.3.24, 2021.9.24, 2024.2.6, 2024.10.22, 2025.7.22, 2025.8.14, 2025.10.1>"
P06192,,조각·패널비위임,,경우에는 대통령령으로,"① 누구든지 정보통신매체를 이용하여 특정 또는 불특정 다수인에게 원격교육을 실시하거나 다양한 정보를 제공하는 등의 평생교육을 실시할 수 있다.
② 제1항에 따라 불특정 다수인을 대상으로 학습비를 받고 교육을 실시하고자 하는 경우(「학원의 설립ㆍ운영 및 과외교습에 관한 법률」 제2조의2제1항제1호의 학교교과교습학원에 해당하는 경우는 제외한다)에는 대통령령으로 정하는 바에 따라 교육감에게 신고하여야 한다. 이를 폐쇄하고자 하는 경우에는 그 사실을 교육감에게 통보하여야 한다. <개정 2008.2.29, 2011.7.25, 2013.3.23, 2013.12.30>
③ 제1항에 따라 전문대학 또는 대학졸업자와 동등한 학력ㆍ학위가 인정되는 원격대학형태의 평생교육시설을 설치하고자 하는 경우에는 대통령령으로 정하는 바에 따라 교육부장관의 인가를 받아야 한다. 이를 폐쇄하고자 하는 경우에는 교육부장관에게 신고하여야 한다. <개정 2008.2.29, 2013.3.23>
④ 교육부장관은 제3항에 따라 인가한 원격대학형태의 평생교육시설에 대하여는 평가를 실시하고 그 결과를 공개하여야 한다. <개정 2008.2.29, 2013.3.23>
⑤ 제3항에 따른 원격대학형태의 평생교육시설의 설치기준, 학사관리 등 운영방법과 제4항에 따른 평가에 필요한 사항은 대통령령으로 정한다.
⑥ 제28조제2항 각 호의 어느 하나에 해당하는 자는 원격대학형태의 평생교육시설의 설치자가 될 수 없다.
제33조(원격대학형태의 평생교육시설)"
P06806,,조각·패널비위임,,교육부령이 정하는,"①제8조제1항의 규정에 의하여 감독청의 승인을 얻어야 하는 학교시설외의 학교시설과 「건축법」 제83조에 따라 그 축조에 관하여 「건축법」이 준용되는 옹벽등 학교시설인 공작물의 축조를 하고자 하는 자는 법 제5조의2제1항의 규정에 의하여 교육부령이 정하는 바에 의하여 신고서에 관계서류를 첨부하여 감독청에 신고하여야 한다. <개정 2001.1.29, 2003.8.21, 2008.2.29, 2008.10.29, 2013.3.23>
②감독청은 제1항의 규정에 의한 신고서를 접수한 때에는 그 신고내용을 확인한 후 신고확인증을 신고인에게 교부하여야 한다. <개정 2003.8.21, 2019.7.2>
제9조(축조 등의 신고)"
P07497,,조각·패널비위임,,사항은 대통령령으로,"① 재단은 이사회의 의결을 거쳐 교육부장관의 승인을 받아 학자금 지원 재원(財源)을 조성하기 위한 채권(債券)을 발행할 수 있다. <개정 2013.3.23>
② 교육부장관은 제1항에 따른 채권 발행을 승인하려면 미리 재정경제부장관과 협의하여야 한다. <개정 2013.3.23, 2025.10.1>
③ 삭제 <2010.1.22>
④ 삭제 <2010.1.22>
⑤ 정부는 재단이 발행하는 채권 원리금의 상환을 보증할 수 있다.
⑥ 재단이 발행하는 채권은 「자본시장과 금융투자업에 관한 법률」 제4조제3항에 따른 특수채증권으로 본다. <신설 2010.1.22>
⑦ 제1항ㆍ제2항ㆍ제5항 및 제6항에서 규정한 사항 외에 채권의 발행에 필요한 사항은 대통령령으로 정한다. <개정 2010.1.22>
제18조(채권의 발행)"
P06231,,조각·패널비위임,,대통령령으로 정하는,"① 국가 및 지방자치단체는 성인의 사회생활에 필요한 문해능력 등 기초능력을 높이기 위하여 노력하여야 한다. <개정 2023.4.18>
② 교육감은 대통령령으로 정하는 바에 따라 관할 구역 안에 있는 초ㆍ중학교에 성인을 위한 문해교육 프로그램을 설치ㆍ운영하거나 지방자치단체ㆍ법인 등이 운영하는 문해교육 프로그램을 지정할 수 있다. <개정 2014.1.28>
③ 국가 및 지방자치단체는 문해교육 프로그램을 위하여 대통령령으로 정하는 바에 따라 우선하여 재정적 지원을 할 수 있다. <개정 2014.1.28>
제39조(문해교육의 실시 등)"
P07236,,조각·패널비위임,,교육부령으로 정하는,"① 교습소를 설립ㆍ운영하려는 자는 대통령령으로 정하는 바에 따라 신고자 및 교습자의 인적사항, 교습소의 명칭 및 위치, 교습과목, 교습비등을 교습소설립ㆍ운영신고서에 기재하여 교육감에게 신고하여야 한다. 신고한 사항 중 교습자의 인적사항, 교습소의 명칭 및 위치, 교습과목, 교습비등, 그 밖에 대통령령으로 정하는 사항을 변경하려는 경우에도 또한 같다. <개정 2011.7.25>
② 교육감은 제1항에 따른 신고 또는 변경신고를 받은 날부터 8일 이내에 신고수리 여부를 신고인에게 통지하여야 한다. <신설 2018.12.18>
③ 교육감이 제2항에서 정한 기간 내에 신고수리 여부 또는 민원 처리 관련 법령에 따른 처리기간의 연장 여부를 신고인에게 통지하지 아니하면 그 기간(민원 처리 관련 법령에 따라 처리기간이 연장 또는 재연장된 경우에는 해당 처리기간을 말한다)이 끝난 날의 다음 날에 신고를 수리한 것으로 본다. <신설 2018.12.18>
④ 교육감은 제1항에 따른 신고를 수리한 경우에는 교육부령으로 정하는 바에 따라 신고증명서를 발급하여야 한다. <개정 2011.7.25, 2013.3.23, 2018.12.18>
⑤ 교습자는 제4항에 따라 발급받은 신고증명서를 교습소에 게시하여야 한다. <개정 2011.7.25, 2018.12.18>
⑥ 교습자가 제4항에 따라 발급받은 신고증명서를 잃어버리거나 그 신고증명서가 못쓰게 된 경우에는 교육부령으로 정하는 바에 따라 교육감에게 재발급을 신청하여야 한다. <개정 2011.7.25, 2013.3.23, 2018.12.18>
⑦ 교습소는 교습자 1명이 한 장소에서 1과목만을 교습하여야 한다. <개정 2011.7.25, 2018.12.18>
⑧ 교습자의 자격, 교습소의 장소ㆍ시설ㆍ설비, 학습자의 수, 그 밖에 필요한 사항은 대통령령으로 정한다. <신설 2011.7.25, 2018.12.18>
⑨ 교습자는 교습소를 폐소하거나 1개월 이상 휴소(休所)하려면 교육부령으로 정하는 바에 따라 지체 없이 교육감에게 신고하여야 한다. <신설 2011.7.25, 2013.3.23, 2018.12.18>
⑩ 제17조제2항에 따라 교습소의 폐지처분을 받은 자는 그 처분을 받은 날부터 1년 이내 또는 교습정지처분을 받은 자는 그 정지 기간이 지나지 아니한 경우에는 교육부령으로 정하는 바에 따라 같은 종류의 교습소를 신고할 수 없다. <신설 2011.7.25, 2013.3.23, 2016.5.29, 2018.12.18>
⑪ 교육감은 교습자가 「부가가치세법」 제8조에 따라 관할 세무서장에게 폐업신고를 하거나 관할 세무서장이 사업자등록을 말소한 경우에는 신고 사항을 직권으로 말소할 수 있다. <신설 2017.12.19, 2018.12.18>
⑫ 교육감은 제11항의 직권말소를 위하여 필요한 경우 관할 세무서장에게 교습자의 폐업여부에 대한 정보 제공을 요청할 수 있다. 이 경우 요청을 받은 관할 세무서장은 「전자정부법」 제36조제1항에 따라 교습자의 폐업여부에 대한 정보를 제공하여야 한다. <신설 2017.12.19, 2018.12.18>
⑬ 교습자는 제17조제2항에 따른 행정처분 기간과 그 처분을 위한 절차가 진행 중인 기간(「행정절차법」 제21조에 따른 처분의 사전 통지 시점부터 처분이 확정되기 전까지의 기간을 말한다) 중에는 제9항에 따른 폐소신고를 할 수 없다. <신설 2023.4.18>
제14조(교습소 설립ㆍ운영의 신고 등)"
P05124,,조각·패널비위임,,교육부령으로 정하는,"① 원천공제의무자의 사업장 소재지 관할 세무서장은 법 제24조제1항에 따라 근로소득자의 대출원리금 상환을 위하여 채무자와 원천공제의무자에게 원천공제금액을 통지하는 경우 다음 각 호의 기한 이내에 교육부령으로 정하는 원천공제통지서에 의하여 이를 통지하여야 한다. <개정 2013.3.23, 2016.7.19>
1. 연말정산 신고: 신고연도의 6월 30일
2. 대출원리금을 결정 또는 경정하는 경우: 그 결정일 또는 경정일부터 15일 이내
3. 채무자가 이직을 한 경우: 다음 각 목에 따른 날 중 먼저 도래하는 날. 다만, 다음 각 목에 따른 날이 같은 경우에는 그 날로 한다.
가. 채무자가 이직신고를 한 날이 속하는 달의 다음 달 말일
나. 원천공제의무자의 사업장 소재지 관할 세무서장이 채무자의 이직 사실을 알게 된 날이 속하는 달의 다음 달 말일
② 제1항에 따른 원천공제통지서에는 다음 각 호의 사항이 포함되어야 한다. <개정 2013.3.23>
1. 매년 근로소득의 변동에 연계하여 의무상환액을 상환하여야 한다는 사실
2. 채무자가 퇴직 또는 이직하는 경우 그 사실의 신고의무
3. 퇴직소득이 발생하는 경우 퇴직소득에 따른 의무상환액의 상환의무
4. 원천공제의무자가 상환원리금의 원천공제를 한다는 사실
5. 그 밖에 대출원리금의 원천공제를 위하여 교육부장관이 정하는 사항
③법 제24조제2항에 따라 원천공제의무자가 매월 납부하여야 하는 금액은 법 제18조제2항에 따라 근로소득금액 또는 연금소득금액에 기초하여 산정되는 의무상환액을 12개월로 나눈 금액으로 하되, 채무자의 이직 등으로 해당 원천공제기간 중에 직장이 변경되는 경우에는 변경 후 원천공제의무자는 다음 계산식에 따른 금액을 원천공제한다. <개정 2016.7.19>월별 원천공제금액 = (근로소득 또는 연금소득의 연간 의무상환액 - 이미 납부한 의무상환액)/해당 원천공제기간의 남은 기간 월 수
④ 원천공제의무자는 제1항에 따른 원천공제통지서를 받은 날이 속하는 달의 다음 달 급여지급분부터 원천공제한다.
⑤ 제3항 및 제4항에도 불구하고 제1항제2호의 경우에는 교육부령으로 정하는 바에 따라 의무상환액을 통지받은 달의 다음 달 급여지급분에서 무납부 또는 과소납부한 의무상환액을 원천공제하여야 한다. <개정 2013.3.23>
⑥ 원천공제의무자가 법 제24조제2항에 따라 원천공제한 의무상환액의 납부지는 「소득세법」 제7조 및 「법인세법」 제9조를 준용한다. 다만, 법인이 지점ㆍ영업소, 그 밖의 사업장에서 지급하는 소득에 대한 원천공제금액을 본점등에서 전자계산조직 등을 통하여 일괄계산하는 경우로서 「법인세법」 제9조에 따라 일괄납부승인을 받은 사업자는 본점등에서 일괄하여 납부할 수 있으며, 이 경우 원천공제한 의무상환액은 교육부령으로 정하는 납부서를 첨부하여 교육부장관이 정하는 수납기관에 납부하여야 한다. <개정 2013.3.23>
⑦ 법 제24조제3항에서 ""대통령령으로 정하는 귀책사유""란 채무자가 본인의 근로소득에서 원천공제의무자가 의무상환액을 공제한 사실을 입증하지 못하는 경우와 그 밖에 이에 준하는 사유로서 교육부령으로 정하는 경우를 말한다. <개정 2013.3.23>
⑧ 법 제24조제4항에서 ""퇴직 등 대통령령으로 정하는 사유로 원천공제의무자가 없는 경우""란 채무자의 이직ㆍ퇴직, 원천공제의무자의 폐업 등으로 원천공제의무자가 없는 경우를 말한다.
⑨ 법 제24조제4항에 따라 채무자가 의무상환액을 직접 납부하는 경우 제3항에 따른 해당 원천공제기간 종료일까지 교육부령으로 정하는 납부서를 첨부하여 교육부장관이 정하는 수납기관에 납부하여야 한다. <개정 2013.3.23>
⑩ 제3항 및 제4항에 따라 원천공제를 하는 경우 공제하여야 할 의무상환액이 지급할 근로소득 또는 연금소득의 금액을 초과할 때에는 그 초과하는 금액은 그 다음 달의 근로소득 또는 연금소득을 지급할 때에 원천공제한다.
⑪ 제1항부터 제10항까지에서 규정한 사항 외에 대출원리금의 원천공제와 관련하여 필요한 사항은 교육부령으로 정한다. <개정 2013.3.23>
제21조(근로소득이 있는 채무자에 대한 대출원리금 원천공제)"
P03010,,조각·패널비위임,,공인자격관리자가 대통령령으로,"①공인기간 내에 취득한 공인자격은 공인기간의 만료와 관계없이 공인자격으로서의 효력을 가진다. 다만, 공인자격의 유효기간이 만료된 때에는 그러하지 아니하다. <개정 2021.3.23>
②제19조에 따른 민간자격의 공인을 받기 전에 취득한 민간자격은 공인자격으로서의 효력이 없다. 다만, 공인자격관리자가 대통령령으로 정하는 바에 따라 주무부장관의 승인을 받아 시행하는 자격검정에 합격한 사람 또는 대통령령으로 정하는 바에 따라 교육훈련과정을 마친 사람의 경우에는 그러하지 아니하다. <개정 2013.4.5>
제21조(공인자격의 효력)"
P00592,,조각·패널비위임,,사항은 대통령령으로,"① 교육공무원으로 20년 이상 근속한 사람이 정년 전에 스스로 퇴직하는 경우에는 예산의 범위에서 명예퇴직수당을 지급할 수 있다.
② 제1항에 따른 교육공무원 중 교장ㆍ원장이 임기가 끝나기 전에 스스로 퇴직하는 경우 그 정년은 제47조에 따른 연령으로 본다. <개정 2012.3.21>
③ 제1항의 명예퇴직수당의 지급대상 범위, 지급액 및 지급절차와 그 밖에 필요한 사항은 대통령령으로 정한다.
제36조(명예퇴직)"
